# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CG10352	FBgn0030348	FBtr0331589	protein_coding	0	1	0	56	13	0	0	0	0	0	0	34	0	0	1	0	0	0	0	0	1	0	0	0	0	9
CG10353	FBgn0030349	FBtr0114451	protein_coding	0	3	0	63	2	0	0	0	0	0	0	47	0	0	8	0	0	0	0	0	0	0	0	0	3	6
CG10353	FBgn0030349	FBtr0114452	protein_coding	0	4	0	62	2	0	1	0	0	0	0	47	0	0	6	0	0	0	0	0	0	0	0	0	4	6
CG10353	FBgn0030349	FBtr0308070	protein_coding	0	4	0	58	2	0	1	0	0	0	0	47	0	0	5	0	0	0	0	0	0	0	0	0	4	3
CG10353	FBgn0030349	FBtr0331591	protein_coding	0	4	0	62	2	0	1	0	0	0	0	47	0	0	6	0	0	0	0	0	0	0	0	0	4	6
CG10353	FBgn0030349	FBtr0331594	protein_coding	0	3	0	63	2	0	1	0	0	0	0	47	0	0	7	0	0	0	0	0	0	0	0	0	3	6
CG10353	FBgn0030349	FBtr0344702	protein_coding	0	3	0	59	2	0	1	0	0	0	0	47	0	0	6	0	0	0	0	0	0	0	0	0	3	3
CG10353	FBgn0030349	FBtr0344703	protein_coding	0	4	0	62	2	0	0	0	0	0	0	47	0	0	7	0	0	0	0	0	0	0	0	0	4	6
CG10362	FBgn0030358	FBtr0073590	protein_coding	0	2	1	23	1	0	2	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	2	7
CG10555	FBgn0030034	FBtr0071174	protein_coding	0	3	2	94	3	0	2	0	0	1	1	24	0	0	0	0	0	0	0	0	0	0	0	0	3	65
CG10555	FBgn0030034	FBtr0343353	protein_coding	0	3	2	97	3	0	2	0	0	1	1	27	0	0	0	0	0	0	0	0	0	0	0	0	3	65
CG10597	FBgn0030832	FBtr0273221	protein_coding	0	0	0	22	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CG10598	FBgn0003057	FBtr0074400	protein_coding	0	0	1	56	0	0	0	0	0	0	0	42	0	0	0	1	0	0	0	0	0	0	0	0	0	14
CG10598	FBgn0003057	FBtr0346194	protein_coding	0	0	1	57	4	0	1	0	0	0	0	38	0	0	0	1	0	0	0	0	0	0	0	0	0	14
CG10761	FBgn0030015	FBtr0071187	protein_coding	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CG10777	FBgn0029979	FBtr0071132	protein_coding	0	0	0	7	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG10777	FBgn0029979	FBtr0344137	protein_coding	0	0	0	5	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG10793	FBgn0029656	FBtr0070536	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CG10801	FBgn0029660	FBtr0070526	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG10801	FBgn0029660	FBtr0331606	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG10802	FBgn0029664	FBtr0070568	protein_coding	0	2	0	29	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	18
CG10802	FBgn0029664	FBtr0331609	protein_coding	0	2	0	29	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	18
CG10803	FBgn0029666	FBtr0070569	protein_coding	0	0	5	28	1	0	0	0	0	0	0	3	0	0	3	5	0	0	0	0	0	0	0	0	0	21
CG10803	FBgn0029666	FBtr0331610	protein_coding	0	0	3	30	1	0	2	0	0	0	0	3	0	0	3	3	0	0	0	0	0	0	0	0	0	21
CG10803	FBgn0029666	FBtr0331611	protein_coding	0	0	3	30	1	0	2	0	0	0	0	3	0	0	3	3	0	0	0	0	0	0	0	0	0	21
CG10803	FBgn0029666	FBtr0331612	protein_coding	0	0	3	30	2	0	2	0	0	0	0	2	0	0	3	3	0	0	0	0	0	0	0	0	0	21
CG10803	FBgn0029666	FBtr0332285	protein_coding	0	0	5	28	2	0	0	0	0	0	0	2	0	0	3	5	0	0	0	0	0	0	0	0	0	21
CG10804	FBgn0029663	FBtr0070591	protein_coding	0	0	0	30	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	25
CG10804	FBgn0029663	FBtr0070592	protein_coding	0	0	0	30	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	25
CG10804	FBgn0029663	FBtr0114487	protein_coding	0	0	0	30	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	25
CG10804	FBgn0029663	FBtr0344077	protein_coding	0	0	0	31	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	25
CG10918	FBgn0031178	FBtr0077218	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG10920	FBgn0029963	FBtr0071150	protein_coding	0	4	2	61	1	0	0	0	0	0	0	18	0	0	0	2	0	0	0	0	0	0	0	0	4	42
CG10932	FBgn0029969	FBtr0071143	protein_coding	0	0	0	9	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG10932	FBgn0029969	FBtr0345982	protein_coding	0	0	0	9	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG10958	FBgn0030004	FBtr0071153	protein_coding	0	1	0	14	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	6
CG10959	FBgn0030010	FBtr0071157	protein_coding	0	4	5	25	0	0	1	0	0	0	0	10	0	0	0	5	0	0	0	0	0	0	0	0	4	14
CG10959	FBgn0030010	FBtr0331614	protein_coding	0	4	5	25	0	0	1	0	0	0	0	10	0	0	0	5	0	0	0	0	0	0	0	0	4	14
CG10962	FBgn0030073	FBtr0071263	protein_coding	0	10	1	29	4	0	1	0	0	0	0	13	0	0	1	1	0	0	0	0	0	0	0	0	10	10
CG10970	FBgn0030078	FBtr0071356	protein_coding	0	2	0	43	0	0	2	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	2	16
CG10970	FBgn0030078	FBtr0346175	protein_coding	0	2	0	49	0	0	2	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	2	22
CG10993	FBgn0030524	FBtr0073837	protein_coding	0	0	2	35	0	0	1	0	0	1	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	28
CG10996	FBgn0030525	FBtr0073836	protein_coding	0	6	0	77	1	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	6	43
CG11068	FBgn0030536	FBtr0073854	protein_coding	0	0	0	43	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	27
CG11085	FBgn0030408	FBtr0073656	protein_coding	0	0	0	45	0	0	0	0	0	0	0	6	0	0	15	0	0	0	0	0	0	0	0	0	0	24
CG11095	FBgn0030528	FBtr0073827	protein_coding	0	0	0	9	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CG11103	FBgn0030522	FBtr0100218	protein_coding	0	0	0	31	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	25
CG11106	FBgn0030280	FBtr0073446	protein_coding	0	0	0	16	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CG11106	FBgn0030280	FBtr0343040	protein_coding	0	0	0	16	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CG11122	FBgn0030266	FBtr0073481	protein_coding	0	6	2	4	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	6	1
CG11134	FBgn0030518	FBtr0073818	protein_coding	0	0	0	25	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24
CG11134	FBgn0030518	FBtr0331708	protein_coding	0	0	0	25	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24
CG11138	FBgn0030400	FBtr0073662	protein_coding	0	0	0	61	7	0	0	0	0	0	0	49	0	0	3	0	0	0	0	0	0	0	0	0	0	2
CG11138	FBgn0030400	FBtr0273245	protein_coding	0	0	0	50	4	0	0	0	0	0	0	41	0	0	3	0	0	0	0	0	0	0	0	0	0	2
CG11138	FBgn0030400	FBtr0331718	protein_coding	0	0	0	67	8	0	0	0	0	0	0	54	0	0	3	0	0	0	0	0	0	0	0	0	0	2
CG11151	FBgn0030519	FBtr0073819	protein_coding	0	0	0	25	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	20
CG11151	FBgn0030519	FBtr0331719	protein_coding	0	0	0	25	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	20
CG11158	FBgn0030511	FBtr0073812	protein_coding	0	0	0	33	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	25
CG11160	FBgn0030257	FBtr0073390	protein_coding	0	7	4	73	1	0	1	0	0	0	1	42	0	0	18	3	0	0	0	0	0	0	0	0	7	11
CG11160	FBgn0030257	FBtr0073391	protein_coding	0	6	4	74	5	0	1	0	0	0	1	42	0	0	15	3	0	0	0	0	0	0	0	0	6	11
CG11160	FBgn0030257	FBtr0331720	protein_coding	0	4	1	80	1	1	8	0	0	0	0	42	0	0	18	1	0	0	0	0	0	0	0	0	3	11
CG11162	FBgn0030509	FBtr0073811	protein_coding	0	0	0	26	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG11164	FBgn0030507	FBtr0073809	protein_coding	0	3	1	7	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	3	4
CG11164	FBgn0030507	FBtr0340397	protein_coding	0	3	1	7	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	3	4
CG11178	FBgn0030499	FBtr0073805	protein_coding	0	11	2	34	0	0	0	0	0	0	0	9	0	0	15	2	0	0	0	0	0	0	0	0	11	10
CG11178	FBgn0030499	FBtr0345128	protein_coding	0	11	2	34	0	0	0	0	0	0	0	9	0	0	15	2	0	0	0	0	0	0	0	0	11	10
CG11190	FBgn0030035	FBtr0071175	protein_coding	0	9	2	22	3	0	0	0	1	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	9	14
CG11284	FBgn0030056	FBtr0071222	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6
CG11284	FBgn0030056	FBtr0331729	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG11284	FBgn0030056	FBtr0331730	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG11284	FBgn0030056	FBtr0331731	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6
CG11284	FBgn0030056	FBtr0345984	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6
CG11294	FBgn0030058	FBtr0071224	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CG11294	FBgn0030058	FBtr0331456	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CG11356	FBgn0030375	FBtr0073635	protein_coding	0	0	0	33	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	30
CG11368	FBgn0040923	FBtr0071058	protein_coding	0	0	0	14	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CG11369	FBgn0029951	FBtr0071067	protein_coding	0	6	1	62	1	0	3	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	6	40
CG11378	FBgn0040364	FBtr0070197	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG11378	FBgn0040364	FBtr0310611	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG11378	FBgn0040364	FBtr0345513	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG11380	FBgn0040359	FBtr0070201	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG11380	FBgn0040359	FBtr0345506	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG11382	FBgn0040367	FBtr0070205	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG11382	FBgn0040367	FBtr0342728	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG11384	FBgn0040363	FBtr0070251	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG11398	FBgn0040366	FBtr0070250	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG11398	FBgn0040366	FBtr0345522	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG11403	FBgn0026876	FBtr0070245	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG11409	FBgn0024366	FBtr0070238	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CG11409	FBgn0024366	FBtr0342730	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CG11436	FBgn0029713	FBtr0070699	protein_coding	0	5	0	47	3	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	5	33
CG11444	FBgn0029715	FBtr0070698	protein_coding	0	0	0	49	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	34
CG11444	FBgn0029715	FBtr0343567	protein_coding	0	0	0	49	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	33
CG11566	FBgn0031159	FBtr0100609	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CG11581	FBgn0030540	FBtr0073892	protein_coding	0	5	0	48	1	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	1	4	6
CG11581	FBgn0030540	FBtr0343143	protein_coding	0	5	0	52	1	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	1	4	6
CG11584	FBgn0030541	FBtr0073893	protein_coding	1	5	5	55	0	0	1	0	0	0	1	19	1	0	0	4	0	0	0	0	0	0	0	0	5	35
CG11585	FBgn0030543	FBtr0114508	protein_coding	0	1	0	47	3	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	1	0	0	0	0	16
CG11590	FBgn0030545	FBtr0073899	protein_coding	0	1	0	38	0	0	1	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	16
CG11638	FBgn0040351	FBtr0070183	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CG11655	FBgn0030638	FBtr0074031	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG11663	FBgn0029539	FBtr0070164	protein_coding	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG11663	FBgn0029539	FBtr0310165	protein_coding	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG11666	FBgn0040648	FBtr0077240	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG11674	FBgn0030551	FBtr0073926	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG11679	FBgn0030678	FBtr0074202	protein_coding	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CG11695	FBgn0030316	FBtr0073513	protein_coding	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CG11695	FBgn0030316	FBtr0300872	protein_coding	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CG11696	FBgn0030314	FBtr0073512	protein_coding	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CG11697	FBgn0030313	FBtr0073511	protein_coding	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
CG11697	FBgn0030313	FBtr0332616	protein_coding	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
CG11699	FBgn0030311	FBtr0073510	protein_coding	0	0	1	4	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CG11700	FBgn0029856	FBtr0333520	protein_coding	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CG11752	FBgn0030292	FBtr0073452	protein_coding	0	0	0	15	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	13
CG11756	FBgn0030290	FBtr0073450	protein_coding	0	0	0	23	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
CG11802	FBgn0030346	FBtr0073600	protein_coding	0	1	0	50	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	47
CG11816	FBgn0030495	FBtr0073785	protein_coding	0	0	0	25	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CG11816	FBgn0030495	FBtr0331736	protein_coding	0	0	0	25	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CG11816	FBgn0030495	FBtr0332297	protein_coding	0	0	0	26	1	0	0	0	0	0	0	19	0	0	3	0	0	0	0	0	0	0	0	0	0	3
CG11816	FBgn0030495	FBtr0332298	protein_coding	0	0	0	26	1	0	0	0	0	0	0	19	0	0	3	0	0	0	0	0	0	0	0	0	0	3
CG12056	FBgn0030099	FBtr0071305	protein_coding	0	0	0	17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16
CG12057	FBgn0030098	FBtr0071304	protein_coding	0	0	0	23	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	21
CG12057	FBgn0030098	FBtr0332623	protein_coding	0	0	0	23	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	21
CG12061	FBgn0040031	FBtr0332625	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
CG12061	FBgn0040031	FBtr0333740	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
CG12065	FBgn0030052	FBtr0071214	protein_coding	0	1	1	69	0	0	0	0	0	0	0	0	0	0	59	1	0	0	0	0	1	0	0	0	0	11
CG12065	FBgn0030052	FBtr0071215	protein_coding	0	1	1	69	0	0	0	0	0	0	0	0	0	0	59	1	0	0	0	0	1	0	0	0	0	11
CG12065	FBgn0030052	FBtr0071216	protein_coding	0	1	1	69	0	0	0	0	0	0	0	0	0	0	59	1	0	0	0	0	1	0	0	0	0	11
CG12065	FBgn0030052	FBtr0071217	protein_coding	0	1	1	69	0	0	0	0	0	0	0	0	0	0	59	1	0	0	0	0	1	0	0	0	0	11
CG12065	FBgn0030052	FBtr0300750	protein_coding	0	1	1	69	0	0	0	0	0	0	0	0	0	0	59	1	0	0	0	0	1	0	0	0	0	11
CG12065	FBgn0030052	FBtr0300751	protein_coding	0	1	1	69	0	0	0	0	0	0	0	0	0	0	59	1	0	0	0	0	1	0	0	0	0	11
CG12075	FBgn0030065	FBtr0071253	protein_coding	0	10	5	55	4	0	3	0	0	0	1	29	0	0	6	4	0	0	0	0	1	0	0	0	9	13
CG12075	FBgn0030065	FBtr0071254	protein_coding	1	9	5	59	8	0	3	0	0	0	1	30	0	0	6	4	0	0	0	1	1	0	0	0	9	13
CG12075	FBgn0030065	FBtr0307271	protein_coding	0	9	5	148	8	0	1	0	0	0	1	30	0	0	86	4	0	0	0	0	0	0	0	0	9	23
CG12075	FBgn0030065	FBtr0335034	protein_coding	1	9	5	59	8	0	3	0	0	0	1	30	0	0	6	4	0	0	0	1	1	0	0	0	9	13
CG12075	FBgn0030065	FBtr0335035	protein_coding	0	9	5	90	8	0	1	0	0	0	1	30	0	0	39	4	0	0	0	0	0	0	0	0	9	12
CG12081	FBgn0030053	FBtr0071218	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG12081	FBgn0030053	FBtr0332626	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG12096	FBgn0030457	FBtr0073727	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG12096	FBgn0030457	FBtr0340298	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG12096	FBgn0030457	FBtr0340299	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG12106	FBgn0030100	FBtr0071306	protein_coding	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
CG12111	FBgn0030050	FBtr0071232	protein_coding	0	0	0	18	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	11
CG12111	FBgn0030050	FBtr0331726	protein_coding	0	0	0	18	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	11
CG12112	FBgn0030048	FBtr0071233	protein_coding	0	0	0	9	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG12112	FBgn0030048	FBtr0331727	protein_coding	0	0	0	9	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG12115	FBgn0030097	FBtr0071341	protein_coding	0	2	1	27	2	0	0	0	0	0	0	14	0	0	8	1	0	0	0	0	0	0	0	0	2	3
CG12116	FBgn0030041	FBtr0071240	protein_coding	0	1	0	74	1	0	1	0	0	0	0	52	0	0	0	0	0	1	0	0	1	0	0	0	0	19
CG12118	FBgn0030101	FBtr0071339	protein_coding	0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG12118	FBgn0030101	FBtr0071340	protein_coding	0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG12119	FBgn0030102	FBtr0071336	protein_coding	0	1	0	51	2	0	1	0	0	0	0	14	0	0	5	0	0	0	0	0	0	0	0	0	1	29
CG12119	FBgn0030102	FBtr0340494	protein_coding	0	1	0	51	2	0	1	0	0	0	0	14	0	0	5	0	0	0	0	0	0	0	0	0	1	29
CG12121	FBgn0030109	FBtr0071334	protein_coding	0	6	7	25	0	0	0	0	0	0	0	12	0	0	5	7	0	0	0	0	1	0	0	0	5	9
CG12123	FBgn0030039	FBtr0071245	protein_coding	0	0	0	49	0	0	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	38
CG12125	FBgn0030037	FBtr0071246	protein_coding	0	0	0	44	10	0	1	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	8
CG12125	FBgn0030037	FBtr0300383	protein_coding	0	0	0	44	0	0	1	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	8
CG12125	FBgn0030037	FBtr0345986	protein_coding	0	0	0	53	10	0	1	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	17
CG12155	FBgn0029957	FBtr0071071	protein_coding	0	6	2	29	0	0	3	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	6	6
CG12177	FBgn0030510	FBtr0073846	protein_coding	0	1	0	25	1	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	1	15
CG12177	FBgn0030510	FBtr0340399	protein_coding	0	1	0	25	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	1	15
CG12177	FBgn0030510	FBtr0346119	protein_coding	0	1	0	25	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	1	15
CG12179	FBgn0025388	FBtr0300754	protein_coding	2	5	7	22	0	1	1	0	0	0	0	9	2	0	0	7	0	0	0	0	0	0	0	0	4	12
CG12179	FBgn0025388	FBtr0300755	protein_coding	2	5	7	23	1	1	1	0	0	0	0	9	2	0	0	7	0	0	0	0	0	0	0	0	4	12
CG12184	FBgn0025387	FBtr0070696	protein_coding	0	1	5	20	1	0	0	0	1	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	1	14
CG12184	FBgn0025387	FBtr0335037	protein_coding	0	1	5	20	1	0	0	0	1	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	1	14
CG12184	FBgn0025387	FBtr0343532	protein_coding	0	1	3	21	1	0	0	0	1	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	1	15
CG12200	FBgn0031018	FBtr0074710	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CG12206	FBgn0029662	FBtr0070527	protein_coding	0	0	0	4	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1
CG12206	FBgn0029662	FBtr0070528	protein_coding	0	0	0	4	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1
CG12206	FBgn0029662	FBtr0070529	protein_coding	0	0	0	4	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1
CG12219	FBgn0043796	FBtr0070925	protein_coding	0	4	3	67	0	0	0	0	0	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0	4	44
